"","qKO_rep1","qKO_rep2","qKO_rep3","WT_rep1","WT_rep2","WT_rep3"
"ENSMUSG00000083744.1",0,0,0,0,0,0
"ENSMUSG00000065499.1",0,0,0,0,0,0
"ENSMUSG00000087620.7",0,0,0,0,0,0
"ENSMUSG00000065425.1",0,0,0,0,0,0
"ENSMUSG00000082464.3",0,0,0,0,0,0
"ENSMUSG00000090132.2",0,0,0,0,0,0
"ENSMUSG00000081976.1",0,0,0,0,0,0
"ENSMUSG00000084376.1",0,0,0,0,0,0
"ENSMUSG00000082275.1",0,0,0,0,0,0
"ENSMUSG00000063442.5",60,80,72,26,30,46
"ENSMUSG00000031230.3",0,0,0,0,0,0
"ENSMUSG00000031229.16",11778,16216,13590,15050,12734,11434
"ENSMUSG00000084678.1",0,0,4,4,0,0
"ENSMUSG00000079965.2",0,12,2,2,0,0
"ENSMUSG00000084575.1",0,0,0,0,0,0
"ENSMUSG00000031232.17",1630,2526,1554,2066,2048,1722
"ENSMUSG00000031231.4",5812,6968,4644,5088,6544,6076
"ENSMUSG00000033792.12",842,1006,832,956,898,416
"ENSMUSG00000033777.4",0,2,0,0,0,0
"ENSMUSG00000081081.1",0,0,0,0,0,0
"ENSMUSG00000062070.12",7546,8800,8088,7946,9190,9784
"ENSMUSG00000047242.14",40,78,40,64,48,48
"ENSMUSG00000073012.2",0,0,0,0,0,0
"ENSMUSG00000082618.1",0,0,0,0,0,0
"ENSMUSG00000081289.1",0,2,2,0,2,2
"ENSMUSG00000083814.1",0,0,0,0,0,0
"ENSMUSG00000099128.1",0,0,0,0,0,0
"ENSMUSG00000084219.1",0,0,0,0,0,0
"ENSMUSG00000081778.1",0,0,0,0,0,0
"ENSMUSG00000033737.14",6,16,16,38,34,18
"ENSMUSG00000098455.1",0,0,0,0,0,0
"ENSMUSG00000052821.3",0,2,0,0,0,0
"ENSMUSG00000073010.9",0,0,0,0,0,0
"ENSMUSG00000064553.1",0,0,0,0,0,0
"ENSMUSG00000082174.1",0,0,0,0,0,0
"ENSMUSG00000083432.1",0,0,0,0,0,0
"ENSMUSG00000081395.1",0,0,0,0,0,0
"ENSMUSG00000083595.1",10,6,8,4,2,8
"ENSMUSG00000065733.1",0,0,0,0,0,0
"ENSMUSG00000080380.1",0,0,0,0,0,0
"ENSMUSG00000083063.1",0,0,0,0,0,0
"ENSMUSG00000082939.1",0,0,0,0,0,0
"ENSMUSG00000080841.1",0,0,0,0,0,0
"ENSMUSG00000047686.9",0,0,0,0,0,0
"ENSMUSG00000049929.7",146,288,404,414,288,440
"ENSMUSG00000050921.12",0,0,0,0,0,0
"ENSMUSG00000054293.10",0,0,0,0,0,0
"ENSMUSG00000082630.1",0,0,0,0,0,0
"ENSMUSG00000080898.1",0,0,0,0,0,0
"ENSMUSG00000073008.11",0,0,0,0,0,0
"ENSMUSG00000080939.1",0,0,0,0,0,0
"ENSMUSG00000081131.1",12,14,8,2,0,2
"ENSMUSG00000080758.1",6,14,0,2,6,6
"ENSMUSG00000031239.5",838,1188,386,848,744,824
"ENSMUSG00000082172.1",0,0,0,0,0,0
"ENSMUSG00000055700.7",0,0,0,0,0,0
"ENSMUSG00000031241.17",0,2,0,2,0,0
"ENSMUSG00000031242.7",228,308,230,526,350,230
"ENSMUSG00000073007.10",0,0,0,6,18,4
"ENSMUSG00000073006.2",0,0,0,0,0,0
"ENSMUSG00000081807.1",0,0,0,0,0,0
"ENSMUSG00000082354.1",0,0,0,0,0,0
"ENSMUSG00000081560.1",0,0,0,0,0,0
"ENSMUSG00000093916.2",0,0,0,0,0,0
"ENSMUSG00000063663.11",1664,2618,2138,2563,1759,1462
"ENSMUSG00000086629.8",56,68,48,57,61,38
"ENSMUSG00000081748.1",0,6,6,4,12,6
"ENSMUSG00000081793.1",0,0,0,0,0,2
"ENSMUSG00000031245.8",694,716,490,564,644,650
"ENSMUSG00000077652.1",0,0,0,2,0,0
"ENSMUSG00000064574.1",0,0,0,0,0,0
"ENSMUSG00000031246.14",150,508,410,704,390,1232
"ENSMUSG00000088298.1",0,0,0,0,0,0
"ENSMUSG00000083210.1",0,0,0,0,0,0
"ENSMUSG00000048621.3",0,0,0,0,0,0
"ENSMUSG00000081681.1",0,0,0,0,0,0
"ENSMUSG00000082189.1",0,0,2,0,2,4
"ENSMUSG00000083928.1",0,0,0,0,0,0
"ENSMUSG00000082853.1",0,0,0,0,0,0
"ENSMUSG00000083641.1",0,0,0,0,0,0
"ENSMUSG00000081211.1",0,0,0,0,0,0
"ENSMUSG00000065907.1",0,0,0,0,0,0
"ENSMUSG00000109088.1",0,0,0,0,0,0
"ENSMUSG00000056854.4",10,14,4,16,32,4
"ENSMUSG00000073001.3",0,0,0,0,0,0
"ENSMUSG00000062226.5",0,0,0,0,0,0
"ENSMUSG00000025665.16",2278,3906,4224,3938,2730,4000
"ENSMUSG00000034551.12",214,300,240,189,206,150
"ENSMUSG00000083898.2",40,70,46,33,26,42
"ENSMUSG00000082546.1",0,0,0,0,0,0
"ENSMUSG00000082752.1",0,0,0,0,0,0
"ENSMUSG00000109156.1",0,0,0,0,0,0
"ENSMUSG00000034555.14",0,2,2,2,0,6
"ENSMUSG00000083037.1",0,0,0,0,0,0
"ENSMUSG00000083392.1",0,0,0,0,0,0
"ENSMUSG00000079460.11",0,0,0,0,0,0
"ENSMUSG00000082669.1",0,0,0,0,0,0
"ENSMUSG00000025525.12",572,820,536,564,568,666
"ENSMUSG00000025527.9",2,0,0,2,0,0
"ENSMUSG00000083520.1",0,0,0,0,0,0
"ENSMUSG00000083818.1",0,0,0,0,0,0
"ENSMUSG00000025528.10",0,0,0,0,0,0
"ENSMUSG00000025529.14",40,38,42,40,52,40
"ENSMUSG00000034607.6",96,206,354,162,58,44
"ENSMUSG00000081399.2",4,2,0,2,0,0
"ENSMUSG00000084097.1",0,0,0,0,0,0
"ENSMUSG00000082636.1",0,0,0,0,0,0
"ENSMUSG00000081555.1",0,0,0,0,0,0
"ENSMUSG00000083103.1",0,0,0,0,0,0
"ENSMUSG00000081082.1",0,0,0,0,0,0
"ENSMUSG00000082392.1",0,0,0,0,0,0
"ENSMUSG00000084963.1",0,0,0,0,0,0
"ENSMUSG00000083560.1",0,0,0,0,0,0
"ENSMUSG00000025531.14",1618,2424,1502,1512,1080,1526
"ENSMUSG00000065510.1",0,0,0,0,0,0
"ENSMUSG00000081831.1",0,0,4,2,4,0
"ENSMUSG00000025592.17",64,36,46,36,32,38
"ENSMUSG00000080428.1",0,0,0,0,0,2
"ENSMUSG00000087765.1",0,0,0,0,0,0
"ENSMUSG00000082511.1",0,0,0,0,0,0
"ENSMUSG00000082567.1",0,0,0,0,0,0
"ENSMUSG00000084031.1",0,0,0,0,0,0
"ENSMUSG00000079963.2",2,2,0,2,2,0
"ENSMUSG00000025597.13",6,0,4,6,0,2
"ENSMUSG00000081978.1",0,0,0,0,0,0
"ENSMUSG00000082070.1",0,0,4,2,0,2
"ENSMUSG00000081354.1",0,0,0,0,0,0
"ENSMUSG00000083561.3",0,0,0,0,0,0
"ENSMUSG00000081160.1",0,0,0,0,0,0
"ENSMUSG00000050435.2",6,8,14,16,28,8
"ENSMUSG00000047079.1",0,0,0,0,2,0
"ENSMUSG00000085619.1",0,0,0,0,0,0
"ENSMUSG00000082440.1",0,0,0,0,0,0
"ENSMUSG00000082260.3",2,2,2,2,0,4
"ENSMUSG00000083971.3",0,0,0,0,0,0
"ENSMUSG00000083452.1",0,0,0,0,0,0
"ENSMUSG00000089470.1",0,0,0,0,0,0
"ENSMUSG00000098405.1",0,0,0,0,0,0
"ENSMUSG00000080965.1",0,0,0,0,0,0
"ENSMUSG00000081034.1",4,8,10,4,0,8
"ENSMUSG00000083663.1",0,0,0,0,0,0
"ENSMUSG00000081124.1",0,0,0,0,0,0
"ENSMUSG00000083352.1",0,0,0,0,0,0
"ENSMUSG00000078034.1",0,0,0,0,0,0
"ENSMUSG00000084053.1",0,0,0,0,0,0
"ENSMUSG00000064551.1",0,0,0,0,0,0
"ENSMUSG00000072995.1",0,0,0,0,0,0
"ENSMUSG00000082482.2",0,0,0,0,0,0
"ENSMUSG00000088518.1",0,0,0,0,0,0
"ENSMUSG00000043295.6",0,0,0,0,0,0
"ENSMUSG00000080954.1",0,0,0,0,0,0
"ENSMUSG00000067441.5",0,0,0,0,0,0
"ENSMUSG00000080852.1",0,2,0,0,0,0
"ENSMUSG00000081134.1",0,0,0,0,0,0
"ENSMUSG00000083345.1",0,0,0,0,0,0
"ENSMUSG00000100780.1",0,0,0,0,0,0
"ENSMUSG00000083602.1",0,0,0,0,0,0
"ENSMUSG00000084283.1",0,0,0,0,0,0
"ENSMUSG00000081659.1",0,0,2,0,0,0
"ENSMUSG00000084324.1",0,0,0,0,0,0
"ENSMUSG00000082403.1",0,0,0,0,0,6
"ENSMUSG00000081466.1",0,0,0,2,0,0
"ENSMUSG00000084138.1",0,0,0,0,0,0
"ENSMUSG00000081268.1",0,0,0,0,0,0
"ENSMUSG00000083031.1",0,0,0,0,0,0
"ENSMUSG00000100194.1",0,0,0,0,0,0
"ENSMUSG00000100133.1",0,0,0,0,2,0
"ENSMUSG00000081171.1",0,0,0,0,0,0
"ENSMUSG00000081587.1",0,0,0,0,0,0
"ENSMUSG00000088313.1",0,0,0,0,0,0
"ENSMUSG00000086431.1",0,0,0,0,0,0
"ENSMUSG00000034732.4",0,0,0,0,0,0
"ENSMUSG00000083151.1",0,0,0,0,0,0
"ENSMUSG00000084172.1",0,0,0,0,0,0
"ENSMUSG00000082927.3",2,6,2,12,4,4
"ENSMUSG00000082718.1",0,0,0,0,4,0
"ENSMUSG00000034755.18",0,0,0,0,0,0
"ENSMUSG00000083616.3",0,0,0,0,0,0
"ENSMUSG00000083321.1",0,0,0,0,0,0
"ENSMUSG00000081546.1",0,0,0,0,0,0
"ENSMUSG00000081728.1",0,0,0,0,0,0
"ENSMUSG00000083275.1",0,0,0,0,0,0
"ENSMUSG00000077435.1",0,0,0,0,0,0
"ENSMUSG00000080695.1",0,0,0,0,0,0
"ENSMUSG00000087716.2",0,0,0,0,0,0
"ENSMUSG00000083668.1",2,2,4,6,12,6
"ENSMUSG00000083699.1",0,0,0,0,0,0
"ENSMUSG00000088539.1",0,0,0,0,0,0
"ENSMUSG00000082590.1",0,0,0,0,0,0
"ENSMUSG00000084054.1",0,0,0,0,0,0
"ENSMUSG00000084110.4",0,0,0,0,0,0
"ENSMUSG00000088264.1",0,0,0,0,0,0
"ENSMUSG00000082840.1",0,0,0,2,0,0
"ENSMUSG00000081095.2",0,0,0,0,0,0
"ENSMUSG00000083537.3",0,0,0,0,0,0
"ENSMUSG00000055733.6",24,38,22,90,74,34
"ENSMUSG00000086452.1",0,0,0,0,0,0
"ENSMUSG00000083490.1",0,0,0,0,0,0
"ENSMUSG00000094864.2",0,0,0,0,0,0
"ENSMUSG00000079450.11",0,0,0,6,0,2
"ENSMUSG00000095005.1",0,0,0,0,0,0
"ENSMUSG00000091821.1",0,0,0,0,0,0
"ENSMUSG00000095034.2",0,0,0,0,0,0
"ENSMUSG00000084776.1",0,0,0,0,0,0
"ENSMUSG00000096362.1",0,0,0,0,0,0
"ENSMUSG00000118415.1",0,0,0,0,0,0
"ENSMUSG00000094288.1",0,0,0,0,0,0
"ENSMUSG00000094999.2",0,0,0,0,0,0
"ENSMUSG00000095277.1",0,0,0,0,0,0
"ENSMUSG00000095474.2",0,0,0,0,0,0
"ENSMUSG00000085536.1",0,0,0,0,0,0
"ENSMUSG00000095108.2",0,0,0,0,0,0
"ENSMUSG00000093796.1",0,0,0,0,0,0
"ENSMUSG00000118430.1",0,0,0,0,0,0
"ENSMUSG00000095521.1",0,0,0,0,0,0
"ENSMUSG00000094015.1",0,0,0,0,0,0
"ENSMUSG00000118483.1",0,0,0,0,0,0
"ENSMUSG00000072049.6",0,0,0,0,0,0
"ENSMUSG00000096831.1",0,0,0,0,0,0
"ENSMUSG00000095420.1",0,0,0,0,0,0
"ENSMUSG00000094238.1",0,0,0,0,0,0
"ENSMUSG00000118451.1",0,0,0,0,0,0
"ENSMUSG00000096318.1",0,0,0,0,0,0
"ENSMUSG00000093990.1",0,0,0,0,0,0
"ENSMUSG00000118453.1",0,0,0,0,0,0
"ENSMUSG00000094675.1",0,0,0,0,0,0
"ENSMUSG00000096135.1",0,0,0,0,0,0
"ENSMUSG00000118442.1",0,0,0,0,0,0
"ENSMUSG00000095283.1",0,0,0,0,0,0
"ENSMUSG00000095017.1",0,0,0,0,0,0
"ENSMUSG00000118468.1",0,0,0,0,0,0
"ENSMUSG00000118470.1",0,0,0,0,0,0
"ENSMUSG00000118475.1",0,0,0,0,0,0
"ENSMUSG00000095137.1",0,0,0,0,0,0
"ENSMUSG00000118432.1",0,0,0,0,0,0
"ENSMUSG00000094540.1",0,0,0,0,0,0
"ENSMUSG00000096763.1",0,0,0,0,0,0
"ENSMUSG00000118484.1",0,0,0,0,0,0
"ENSMUSG00000095008.1",0,0,0,0,0,0
"ENSMUSG00000095499.1",0,0,0,0,0,0
"ENSMUSG00000118464.1",0,0,0,0,0,0
"ENSMUSG00000094342.3",0,0,0,0,0,0
"ENSMUSG00000096897.1",0,0,0,0,0,0
"ENSMUSG00000096437.1",0,0,0,0,0,0
"ENSMUSG00000118418.1",0,0,0,0,0,0
"ENSMUSG00000095563.1",0,0,0,0,0,0
"ENSMUSG00000083294.3",0,0,0,0,0,0
"ENSMUSG00000081736.1",0,0,0,0,0,0
"ENSMUSG00000082611.1",0,0,0,0,0,0
"ENSMUSG00000058670.5",0,0,4,6,0,2
"ENSMUSG00000088282.1",0,0,0,0,0,0
"ENSMUSG00000082772.3",0,0,0,0,0,0
"ENSMUSG00000081639.1",0,0,0,0,0,0
"ENSMUSG00000082690.1",0,0,0,0,0,0
"ENSMUSG00000062791.4",0,0,0,0,0,0
"ENSMUSG00000089372.1",0,0,0,0,0,0
"ENSMUSG00000049815.3",0,0,0,0,0,0
"ENSMUSG00000088767.1",0,0,0,0,0,0
"ENSMUSG00000082382.1",0,0,0,4,0,0
"ENSMUSG00000043569.7",0,0,0,0,0,0
"ENSMUSG00000077857.1",0,0,0,0,0,0
"ENSMUSG00000083250.1",0,0,0,0,0,0
"ENSMUSG00000081739.3",0,2,0,2,0,4
"ENSMUSG00000082126.1",0,0,0,0,0,0
"ENSMUSG00000085722.4",0,0,0,0,0,0
"ENSMUSG00000103504.1",0,0,0,0,0,0
"ENSMUSG00000080419.1",0,0,0,0,0,0
"ENSMUSG00000065898.1",0,0,0,0,0,0
"ENSMUSG00000086244.1",0,0,0,0,2,0
"ENSMUSG00000089284.1",0,0,0,0,0,0
"ENSMUSG00000087983.1",0,0,0,0,0,0
"ENSMUSG00000084337.1",0,0,0,0,0,0
"ENSMUSG00000081900.1",0,0,0,0,0,0
"ENSMUSG00000081874.1",0,0,0,0,0,0
"ENSMUSG00000034480.18",1390,1956,1854,1760,1442,1334
"ENSMUSG00000084047.1",0,0,0,0,0,0
"ENSMUSG00000083920.1",0,0,0,0,0,0
"ENSMUSG00000081456.1",0,0,0,0,0,0
"ENSMUSG00000083024.1",0,0,0,0,0,0
"ENSMUSG00000077040.1",0,0,0,0,0,0
"ENSMUSG00000077379.1",0,0,0,0,0,0
"ENSMUSG00000084256.1",0,0,0,0,0,0
"ENSMUSG00000083999.1",0,0,0,0,0,0
"ENSMUSG00000081072.1",0,0,0,0,0,0
"ENSMUSG00000082117.1",0,0,0,0,0,0
"ENSMUSG00000082205.1",0,0,0,0,0,0
"ENSMUSG00000082537.1",0,0,0,0,0,0
"ENSMUSG00000089128.1",0,0,0,0,0,0
"ENSMUSG00000077628.1",0,0,0,0,0,0
"ENSMUSG00000088026.1",0,0,0,0,0,0
"ENSMUSG00000083177.1",0,0,0,0,0,0
"ENSMUSG00000083205.1",0,0,0,0,0,0
"ENSMUSG00000082905.1",0,0,0,0,0,0
"ENSMUSG00000083858.1",0,0,0,0,0,0
"ENSMUSG00000088421.1",0,0,0,0,0,0
"ENSMUSG00000083062.1",0,0,0,0,0,0
"ENSMUSG00000051323.16",86,106,280,258,298,214
"ENSMUSG00000031250.8",0,0,0,0,0,0
"ENSMUSG00000067377.12",236,356,288,508,446,428
"ENSMUSG00000084875.2",0,0,0,0,0,0
"ENSMUSG00000031253.15",0,0,0,0,0,0
"ENSMUSG00000031255.14",4,8,18,12,4,16
"ENSMUSG00000080788.1",0,0,0,0,0,0
"ENSMUSG00000031256.11",3720,4369,4354,4269,4493,3703
"ENSMUSG00000093172.1",0,0,0,0,0,0
"ENSMUSG00000031257.14",50,177,104,141,43,219
"ENSMUSG00000031258.4",22,28,112,146,126,82
"ENSMUSG00000052549.4",4,2,4,0,2,2
"ENSMUSG00000067369.12",320,336,200,208,238,248
"ENSMUSG00000033578.7",42,56,30,46,24,4
"ENSMUSG00000031262.12",1436,2114,1610,1958,1952,1554
"ENSMUSG00000000223.13",90,80,54,128,158,36
"ENSMUSG00000009596.9",10,30,6,28,12,10
"ENSMUSG00000070641.3",0,0,2,0,0,0
"ENSMUSG00000088275.1",0,0,0,0,0,0
"ENSMUSG00000048007.4",204,340,286,296,308,438
"ENSMUSG00000031264.13",0,0,0,0,0,6
"ENSMUSG00000083687.1",0,0,0,0,0,0
"ENSMUSG00000079435.9",14594,15404,8736,11156,15252,11694
"ENSMUSG00000031266.7",576,826,610,637,680,726
"ENSMUSG00000045427.13",2464,3032,3154,3253,3280,2964
"ENSMUSG00000085226.1",0,0,0,0,0,0
"ENSMUSG00000082655.1",0,0,2,0,0,4
"ENSMUSG00000087024.1",10,0,0,2,1,0
"ENSMUSG00000049804.9",2220,2184,2748,2234,2709,1124
"ENSMUSG00000033460.14",1034,1450,1172,1758,1704,1052
"ENSMUSG00000081972.1",0,0,0,0,0,0
"ENSMUSG00000102207.1",0,0,0,0,0,0
"ENSMUSG00000050394.14",160,220,68,114,118,68
"ENSMUSG00000049047.11",196,170,68,112,154,40
"ENSMUSG00000099272.1",0,0,0,0,0,0
"ENSMUSG00000033436.13",1354,1440,1518,1466,2042,912
"ENSMUSG00000083236.1",0,0,0,0,0,0
"ENSMUSG00000081292.1",0,0,0,0,0,0
"ENSMUSG00000009941.10",8,0,0,0,0,0
"ENSMUSG00000052676.16",6,6,0,8,2,2
"ENSMUSG00000089759.7",0,0,0,0,10,0
"ENSMUSG00000081146.1",0,0,0,0,0,0
"ENSMUSG00000085556.1",0,0,0,0,0,0
"ENSMUSG00000088878.1",0,0,0,0,0,0
"ENSMUSG00000079432.1",0,0,0,4,0,0
"ENSMUSG00000031409.1",0,0,2,0,2,2
"ENSMUSG00000081709.1",0,0,0,0,0,0
"ENSMUSG00000082071.1",0,0,0,0,0,0
"ENSMUSG00000067360.12",0,0,0,6,0,0
"ENSMUSG00000094470.1",0,0,0,0,0,0
"ENSMUSG00000087428.1",0,0,0,0,0,0
"ENSMUSG00000095599.1",4,0,0,0,0,0
"ENSMUSG00000094004.7",0,0,0,0,0,0
"ENSMUSG00000094670.1",0,0,0,0,0,0
"ENSMUSG00000095964.1",0,0,0,0,0,0
"ENSMUSG00000096508.7",0,0,0,0,0,0
"ENSMUSG00000095424.1",0,0,0,0,0,0
"ENSMUSG00000094371.1",0,0,0,0,0,0
"ENSMUSG00000054994.2",4,2,0,2,0,0
"ENSMUSG00000095228.1",0,0,0,0,0,0
"ENSMUSG00000086685.1",0,0,0,0,0,0
"ENSMUSG00000096119.1",0,0,0,0,0,0
"ENSMUSG00000031410.14",4,20,0,14,12,4
"ENSMUSG00000031411.11",0,0,0,0,0,0
"ENSMUSG00000082602.1",0,0,0,0,0,0
"ENSMUSG00000058252.6",8,8,8,8,10,4
"ENSMUSG00000060726.10",0,0,0,2,2,0
"ENSMUSG00000084330.1",0,2,6,6,22,2
"ENSMUSG00000072969.2",434,504,396,424,576,446
"ENSMUSG00000043384.15",3170,3624,3236,3028,3504,2350
"ENSMUSG00000106264.1",0,0,0,0,0,0
"ENSMUSG00000088464.1",6,8,4,2,8,0
"ENSMUSG00000072964.14",700,998,968,1076,796,1218
"ENSMUSG00000072966.11",976,1036,654,818,938,556
"ENSMUSG00000083223.1",0,0,16,6,0,0
"ENSMUSG00000048040.8",158,394,246,448,174,396
"ENSMUSG00000048355.2",122,176,170,238,188,194
"ENSMUSG00000042750.7",1322,1258,1182,1084,1228,1538
"ENSMUSG00000057000.12",52,66,24,108,112,14
"ENSMUSG00000087553.1",0,0,0,0,0,0
"ENSMUSG00000047844.3",1366,1596,1510,1420,1498,1840
"ENSMUSG00000051579.10",1958,2936,2366,2892,2520,2722
"ENSMUSG00000098493.1",0,0,0,0,0,0
"ENSMUSG00000054034.10",26,22,6,2,14,6
"ENSMUSG00000050071.8",4830,4821,3764,4585,5025,4355
"ENSMUSG00000079428.8",396,278,284,299,503,311
"ENSMUSG00000042712.10",3246,4858,2054,3050,2608,3146
"ENSMUSG00000046432.12",7064,7124,5732,7222,9372,6732
"ENSMUSG00000065719.1",0,0,0,0,0,0
"ENSMUSG00000083470.1",0,0,0,0,0,0
"ENSMUSG00000083324.1",0,0,0,0,0,0
"ENSMUSG00000083162.1",0,0,0,0,0,0
"ENSMUSG00000084216.1",0,0,0,0,0,0
"ENSMUSG00000084245.1",0,0,0,0,0,0
"ENSMUSG00000082261.1",0,0,0,0,0,0
"ENSMUSG00000083517.1",0,0,0,0,0,0
"ENSMUSG00000081507.1",0,0,0,0,0,0
"ENSMUSG00000096589.1",0,0,0,0,0,0
"ENSMUSG00000095327.1",0,0,0,0,0,0
"ENSMUSG00000082358.1",0,0,0,0,0,0
"ENSMUSG00000081286.1",0,0,0,0,0,0
"ENSMUSG00000057439.12",0,0,0,0,0,0
"ENSMUSG00000082021.1",0,0,0,0,0,0
"ENSMUSG00000031424.16",0,0,0,0,0,0
"ENSMUSG00000083828.1",2,0,0,0,0,0
"ENSMUSG00000082504.1",0,0,0,0,0,0
"ENSMUSG00000095702.1",0,0,0,0,0,0
"ENSMUSG00000082421.1",0,0,0,0,0,0
"ENSMUSG00000044550.11",4,0,2,2,0,0
"ENSMUSG00000080874.1",0,0,0,0,0,0
"ENSMUSG00000088864.1",0,0,0,0,0,0
"ENSMUSG00000049536.5",26,34,34,26,36,24
"ENSMUSG00000031422.16",13612,18321,20446,16983,16547,18171
"ENSMUSG00000087368.7",316,351,314,207,271,171
"ENSMUSG00000018595.6",12,18,6,6,12,12
"ENSMUSG00000082214.1",0,0,0,0,0,0
"ENSMUSG00000031425.15",244,302,120,176,218,140
"ENSMUSG00000043463.6",0,0,0,0,2,0
"ENSMUSG00000082563.1",0,0,0,0,0,0
"ENSMUSG00000080953.1",0,0,0,0,0,0
"ENSMUSG00000048155.4",0,0,0,2,0,0
"ENSMUSG00000081295.1",0,0,0,0,0,0
"ENSMUSG00000072955.14",0,0,0,0,0,0
"ENSMUSG00000089996.6",0,0,0,0,0,0
"ENSMUSG00000089768.2",4,24,6,28,0,14
"ENSMUSG00000044348.14",164,176,222,218,222,194
"ENSMUSG00000031428.11",78,84,74,62,82,48
"ENSMUSG00000083445.1",0,0,0,0,0,0
"ENSMUSG00000042595.7",400,690,414,548,312,380
"ENSMUSG00000089191.1",0,0,0,0,0,0
"ENSMUSG00000080718.1",0,0,0,0,0,0
"ENSMUSG00000084086.1",0,0,0,0,0,0
"ENSMUSG00000081938.1",0,0,0,0,0,0
"ENSMUSG00000095988.1",0,0,0,0,0,0
"ENSMUSG00000095591.1",0,0,0,0,0,0
"ENSMUSG00000082011.1",0,0,0,0,0,0
"ENSMUSG00000083493.1",0,0,0,0,0,0
"ENSMUSG00000023443.13",20,26,12,18,34,26
"ENSMUSG00000082696.1",0,0,0,0,0,0
"ENSMUSG00000081349.1",0,0,0,0,0,0
"ENSMUSG00000065095.1",0,0,0,0,0,0
"ENSMUSG00000082955.1",0,0,0,0,0,0
"ENSMUSG00000059203.10",0,0,0,0,0,0
"ENSMUSG00000082135.1",0,0,0,0,0,0
"ENSMUSG00000087961.1",0,0,0,0,0,0
"ENSMUSG00000084118.1",0,0,0,0,0,0
"ENSMUSG00000089382.1",0,0,0,0,0,0
"ENSMUSG00000071686.2",0,0,0,0,0,0
"ENSMUSG00000065321.1",0,0,0,0,0,0
"ENSMUSG00000087832.1",0,0,0,0,0,0
"ENSMUSG00000081017.1",0,0,0,0,0,0
"ENSMUSG00000083053.1",0,0,0,0,0,0
"ENSMUSG00000052854.15",134,186,84,240,252,100
"ENSMUSG00000031271.14",10,6,12,0,8,4
"ENSMUSG00000031270.1",0,2,4,0,0,0
"ENSMUSG00000042525.5",4,8,6,2,4,0
"ENSMUSG00000083180.1",0,0,0,0,0,0
"ENSMUSG00000042515.13",142,202,116,364,154,202
"ENSMUSG00000086807.8",244,236,176,278,268,166
"ENSMUSG00000081869.1",0,0,10,0,0,2
"ENSMUSG00000051257.3",4364,4650,4076,4090,4622,3780
"ENSMUSG00000084205.1",0,0,2,2,6,4
"ENSMUSG00000042498.16",0,6,12,14,8,12
"ENSMUSG00000031438.11",10,10,16,44,16,38
"ENSMUSG00000084645.1",0,0,0,0,0,0
"ENSMUSG00000082018.2",0,2,2,2,0,2
"ENSMUSG00000042473.8",138,158,98,110,128,128
"ENSMUSG00000098559.1",2,2,0,2,2,2
"ENSMUSG00000072945.3",100,98,214,244,336,106
"ENSMUSG00000081018.1",0,0,0,0,0,0
"ENSMUSG00000047230.6",0,0,0,6,12,0
"ENSMUSG00000031434.15",170,162,94,134,208,74
"ENSMUSG00000031433.15",284,420,488,522,428,294
"ENSMUSG00000081374.1",0,0,0,0,0,0
"ENSMUSG00000072944.11",234,458,582,462,452,500
"ENSMUSG00000042433.2",0,0,0,0,0,0
"ENSMUSG00000081761.2",0,2,0,4,2,0
"ENSMUSG00000086441.1",2,0,0,0,0,0
"ENSMUSG00000093102.1",0,0,0,0,0,0
"ENSMUSG00000042425.18",6,2,14,6,14,2
"ENSMUSG00000082031.1",0,0,0,0,0,0
"ENSMUSG00000031432.3",3190,4104,3766,3934,4248,2484
"ENSMUSG00000031431.13",498,540,138,296,404,296
"ENSMUSG00000118524.1",0,0,0,0,0,0
"ENSMUSG00000081408.1",0,0,0,0,0,0
"ENSMUSG00000084683.1",0,0,0,0,0,0
"ENSMUSG00000000266.11",4,14,0,4,14,0
"ENSMUSG00000089437.1",0,0,0,0,0,0
"ENSMUSG00000085146.1",0,0,0,0,6,0
"ENSMUSG00000083646.1",0,2,0,2,8,0
"ENSMUSG00000042386.7",12,14,58,798,996,336
"ENSMUSG00000082165.1",0,0,0,8,8,4
"ENSMUSG00000031430.8",0,0,0,8,2,2
"ENSMUSG00000031429.14",654,878,658,716,804,668
"ENSMUSG00000079418.3",132,242,138,146,154,196
"ENSMUSG00000031273.16",4,0,0,0,0,0
"ENSMUSG00000081029.1",0,0,0,0,0,0
"ENSMUSG00000083710.1",0,0,0,0,0,0
"ENSMUSG00000082223.1",0,0,0,0,0,0
"ENSMUSG00000031274.16",12,12,2,4,6,4
"ENSMUSG00000081217.1",0,0,0,0,0,0
"ENSMUSG00000081803.1",0,0,0,0,0,0
"ENSMUSG00000054667.7",19,14,15,59,62,22
"ENSMUSG00000086426.1",3,2,5,3,0,0
"ENSMUSG00000083741.1",0,0,0,0,0,0
"ENSMUSG00000085466.2",0,0,0,0,0,0
"ENSMUSG00000081607.2",0,0,0,0,6,0
"ENSMUSG00000086907.1",0,0,0,0,0,0
"ENSMUSG00000080775.1",0,2,8,0,12,6
"ENSMUSG00000082291.1",0,0,0,0,0,0
"ENSMUSG00000083026.1",0,0,0,0,0,0
"ENSMUSG00000042282.4",0,0,0,0,0,0
"ENSMUSG00000082675.1",0,2,2,2,4,4
"ENSMUSG00000082890.1",0,0,0,0,0,0
